,country_name,year,FDI4,v2x_polyarchy,v2x_libdem,v2x_partipdem,v2x_delibdem,v2x_egaldem,v2cacamps,v2caviol,v2cagenmob,v2cademmob,v2x_regime,v2x_neopat,v2xnp_client,v2xnp_regcorr,v2x_corr,v2x_execorr,v2x_pubcorr,v2x_rule,v2xcl_prpty,v2xcl_acjst,v2x_freexp,e_wbgi_cce,e_wbgi_gee,e_wbgi_pve,e_wbgi_rle,e_wbgi_rqe,e_wbgi_vae,e_gdp,e_gdppc,e_miinflat,e_total_fuel_income_pc,e_total_resources_income_pc
5888,Brazil,2019,873978814566.3,0.689,0.525,0.426,0.403,0.344,2.355,2.95,1.548,1.393,Electoral Democracy,0.357,0.356,0.648,0.552,0.674,0.328,0.636,0.774,0.703,0.668,-0.386,-0.207,-0.714,-0.109,-0.203,0.302,264001.025,11.757,,,
5889,Guinea,2019,2533719931.81527,0.353,0.143,0.225,0.14,0.188,1.986,1.472,1.859,1.392,Electoral Autocracy,0.862,0.664,0.895,0.896,0.867,0.829,0.137,0.324,0.262,0.518,-0.892,-0.836,-0.843,-0.796,-1.216,-0.768,3506.135,2.653,,,
5890,Senegal,2019,5642435888.54148,0.733,0.575,0.419,0.603,0.537,-0.404,-1.07,0.441,1.124,Electoral Democracy,0.311,0.466,0.301,0.367,0.271,0.327,0.75,0.72,0.837,0.938,0.011,-0.115,0.047,-0.163,-0.192,0.235,5487.269,3.207,,,
5891,Cambodia,2019,33987314735.7314,0.195,0.065,0.13,0.065,0.09,0.73,-1.233,-0.083,-0.204,Electoral Autocracy,0.932,0.774,0.931,0.899,0.941,0.909,0.064,0.525,0.265,0.183,-1.304,-0.572,-0.089,-0.572,-0.938,-1.22,7378.133,4.234,,,
5892,Solomon Islands,2019,600773281.367585,0.618,0.478,0.37,0.331,0.34,-1.741,-1.761,-1.35,-1.102,Electoral Democracy,0.452,0.791,0.625,0.624,0.658,0.631,0.586,0.784,0.696,0.842,-0.026,-0.99,0.508,-0.846,-0.097,0.49,173.308,2.5,,,
5893,Malta,2019,225103587406.56,0.771,0.584,0.564,0.625,0.659,1.593,-1.794,0.45,1.702,Electoral Democracy,0.308,0.235,0.375,0.286,0.47,0.174,0.79,0.87,0.902,0.793,0.236,0.853,1.025,0.954,0.946,1.082,2036.381,40.381,,,
5894,Uruguay,2019,51599079988.883,0.89,0.816,0.729,0.837,0.784,-3.011,-2.825,-0.14,-1.577,Liberal Democracy,0.049,0.055,0.037,0.053,0.065,0.126,0.959,0.885,0.924,0.982,1.226,0.671,1.039,0.622,0.63,1.227,7648.252,20.928,,,
5895,Jordan,2019,35760195218.4704,0.262,0.241,0.126,0.22,0.239,-0.759,-0.842,-0.253,0.928,Closed Autocracy,0.394,0.505,0.378,0.487,0.313,0.498,0.654,0.743,0.832,0.514,0.105,0.112,-0.262,0.046,0.157,-0.695,7641.738,7.289,,,
5896,Togo,2019,2417656775.45327,0.413,0.209,0.251,0.335,0.334,1.716,0.46,1.463,1.745,Electoral Autocracy,0.778,0.579,0.767,0.728,0.767,0.69,0.231,0.8,0.309,0.671,-0.726,-0.936,-0.92,-0.728,-0.572,-0.729,1565.042,1.804,,,
5897,Niger,2019,8496217099.79465,0.534,0.396,0.343,0.495,0.365,-0.926,1.192,0.795,0.313,Electoral Democracy,0.473,0.555,0.508,0.55,0.491,0.547,0.556,0.575,0.743,0.871,-0.526,-0.816,-1.41,-0.708,-0.541,-0.578,2851.615,1.192,,,
5898,Lithuania,2019,26482582240.0,0.825,0.761,0.631,0.68,0.712,-2.397,-2.835,-0.782,-0.52,Electoral Democracy,0.05,0.197,0.07,0.13,0.04,0.087,0.953,0.941,0.923,0.916,0.694,1.037,0.78,1.156,1.017,0.996,9529.66,31.785,,,
5899,Armenia,2019,5520939433.79354,0.799,0.632,0.563,0.671,0.676,1.784,0.249,-0.012,0.75,Electoral Democracy,0.284,0.216,0.283,0.314,0.249,0.204,0.781,0.942,0.82,0.861,-0.204,-0.197,-0.413,0.256,-0.157,0.055,3903.072,12.313,,,
5900,Czechia,2019,197435215065.647,0.819,0.72,0.543,0.647,0.723,-1.35,-2.797,1.663,1.862,Liberal Democracy,0.17,0.119,0.315,0.236,0.4,0.252,0.842,0.916,0.959,0.941,0.561,0.95,0.944,1.243,1.046,0.836,41102.541,36.028,,,
5901,Algeria,2019,20231955325.4557,0.287,0.149,0.103,0.199,0.251,-0.701,-1.352,3.822,3.588,Electoral Autocracy,0.843,0.771,0.654,0.666,0.639,0.606,0.216,0.761,0.621,0.496,-0.636,-0.541,-1.044,-1.373,-0.849,-1.054,52143.253,11.616,,,
5902,Saudi Arabia,2019,236376089233.647,0.016,0.045,0.019,0.052,0.118,-1.197,-0.965,-2.224,-2.01,Closed Autocracy,0.764,0.568,0.467,0.406,0.6,0.604,0.339,0.545,0.347,0.111,0.271,0.302,-0.606,-0.07,0.164,-1.66,121988.73,33.263,,,
5903,Singapore,2019,1737245100950.12,0.402,0.324,0.114,0.339,0.342,-1.494,-3.001,-2.118,-1.588,Electoral Autocracy,0.162,0.196,0.009,0.009,0.011,0.003,0.975,0.714,0.907,0.448,2.157,2.213,1.501,2.16,1.87,-0.206,44333.702,72.025,,,
5904,Sri Lanka,2019,13058066896.6211,0.563,0.427,0.34,0.387,0.391,0.662,0.013,0.368,0.481,Electoral Democracy,0.295,0.381,0.49,0.485,0.481,0.367,0.678,0.846,0.681,0.71,-0.281,-0.095,-0.218,-0.218,0.061,-0.088,28869.858,12.575,,,
5905,Costa Rica,2019,47753167420.3676,0.899,0.849,0.656,0.845,0.802,-1.292,-1.685,1.123,-0.861,Liberal Democracy,0.066,0.143,0.16,0.189,0.157,0.188,0.948,0.929,0.958,0.959,0.655,0.372,0.452,0.56,0.554,1.096,9315.616,17.497,,,
5906,Nicaragua,2019,9239500000.0,0.221,0.049,0.139,0.028,0.116,1.768,1.925,1.373,1.08,Electoral Autocracy,0.973,0.689,0.908,0.903,0.894,0.832,0.029,0.755,0.119,0.125,-1.014,-0.74,-1.005,-0.698,-1.186,-1.098,3285.6,4.791,,,
5907,Kazakhstan,2019,164332026634.0,0.24,0.116,0.081,0.13,0.191,-0.09,-0.272,-0.098,0.466,Electoral Autocracy,0.879,0.667,0.881,0.855,0.855,0.713,0.186,0.871,0.606,0.355,-0.263,0.106,-0.168,0.119,-0.49,-1.23,46904.567,23.827,,,
5908,Jamaica,2019,17232067779.5455,0.815,0.711,0.552,0.699,0.657,-1.364,-0.498,-1.106,-1.487,Liberal Democracy,0.15,0.535,0.136,0.131,0.162,0.132,0.896,0.874,0.852,0.941,-0.09,0.626,0.397,0.098,-0.287,0.614,2330.973,7.559,,,
5909,Bulgaria,2019,56147640000.0,0.612,0.512,0.452,0.474,0.459,-0.52,-2.189,-0.211,0.569,Electoral Democracy,0.288,0.485,0.485,0.547,0.433,0.548,0.654,0.907,0.742,0.736,-0.158,0.202,0.579,0.543,-0.014,0.356,15092.22,20.002,,,
5910,Spain,2019,956484104600.0,0.875,0.805,0.625,0.773,0.781,-0.37,-2.609,2.331,1.649,Liberal Democracy,0.04,0.083,0.026,0.037,0.022,0.021,0.981,0.956,0.964,0.928,0.695,0.996,0.311,1.048,1.019,1.038,181566.361,36.095,,,
5911,Hungary,2019,339391878609.385,0.466,0.368,0.323,0.271,0.335,2.518,-2.406,1.096,-0.14,Electoral Autocracy,0.452,0.612,0.645,0.485,0.701,0.23,0.675,0.926,0.864,0.648,0.056,0.492,0.772,0.602,0.522,0.344,27261.533,25.834,,,
5912,Egypt,2019,126639100000.0,0.173,0.12,0.074,0.092,0.098,1.025,1.017,-0.899,-1.294,Electoral Autocracy,0.628,0.535,0.644,0.762,0.585,0.828,0.319,0.647,0.527,0.109,-0.635,-0.216,-1.114,-0.743,-0.318,-1.444,91576.22,8.564,,,
5913,United States of America,2019,10454728000000.0,0.8,0.722,0.57,0.609,0.625,1.675,-0.13,2.825,1.789,Liberal Democracy,0.068,0.085,0.08,0.09,0.081,0.091,0.946,0.925,0.898,0.919,1.212,1.482,0.135,1.344,1.454,0.904,2118706.309,60.641,,,
5914,Ethiopia,2019,,0.331,0.168,0.159,0.295,0.252,0.425,1.943,2.144,1.502,Electoral Autocracy,0.641,0.432,0.288,0.496,0.203,0.636,0.444,0.546,0.778,0.652,-0.41,-0.624,-1.305,-0.897,-0.468,-1.059,24918.13,2.109,,,
5915,Argentina,2019,70458407187.7901,0.771,0.607,0.517,0.556,0.592,1.936,-1.206,1.131,0.739,Electoral Democracy,0.317,0.386,0.409,0.428,0.383,0.326,0.665,0.922,0.671,0.883,-0.084,-0.097,-0.091,-0.437,-0.408,0.572,78294.101,16.528,,,
5916,Burkina Faso,2019,3555359074.45153,0.667,0.463,0.401,0.529,0.428,-1.045,0.905,1.285,0.324,Electoral Democracy,0.442,0.628,0.414,0.447,0.35,0.34,0.646,0.722,0.499,0.828,-0.195,-0.753,-1.302,-0.41,-0.445,-0.202,4820.357,2.285,,,
5917,Afghanistan,2019,1575912229.47018,0.353,0.188,0.167,0.298,0.192,0.172,3.102,0.438,-0.403,Electoral Autocracy,0.797,0.815,0.883,0.889,0.856,0.834,0.212,0.578,0.263,0.584,-1.408,-1.496,-2.656,-1.123,-1.728,-1.007,6775.201,1.745,,,
5918,Uganda,2019,14588820828.4308,0.297,0.218,0.212,0.26,0.173,0.579,0.003,-0.236,0.744,Electoral Autocracy,0.631,0.613,0.792,0.834,0.751,0.795,0.336,0.55,0.606,0.523,-1.141,-0.621,-0.691,-0.401,-0.328,-0.645,9512.254,2.072,,,
5919,Kenya,2019,,0.463,0.37,0.317,0.404,0.301,-0.37,0.681,-0.044,0.779,Electoral Autocracy,0.417,0.531,0.667,0.636,0.667,0.543,0.598,0.534,0.671,0.797,-0.787,-0.44,-1.102,-0.325,-0.442,-0.313,18715.879,3.384,,,
5920,Trinidad and Tobago,2019,8455277227.74479,0.748,0.642,0.479,0.677,0.602,-1.98,-1.952,-1.865,-1.198,Liberal Democracy,0.134,0.292,0.065,0.09,0.058,0.111,0.902,0.845,0.902,0.883,-0.234,0.12,0.101,-0.18,-0.149,0.598,4021.643,28.035,,,
5921,Timor-Leste,2019,395845788.541315,0.689,0.51,0.409,0.49,0.431,0.002,-1.107,-1.35,-0.646,Electoral Democracy,0.353,0.448,0.316,0.336,0.311,0.32,0.69,0.636,0.519,0.838,-0.379,-0.88,0.234,-0.776,-1.109,0.357,471.102,3.497,,,
5922,Bhutan,2019,151067046.103375,0.595,0.513,0.367,0.527,0.503,-0.869,-2.609,-1.904,-2.215,Electoral Democracy,0.096,0.333,0.056,0.11,0.06,0.169,0.923,0.715,0.864,0.665,1.619,0.352,1.082,-0.312,0.606,0.075,922.146,11.448,,,
5923,New Zealand,2019,87009024784.4828,0.895,0.843,0.694,0.767,0.797,-2.324,-1.271,-0.944,-1.791,Liberal Democracy,0.015,0.033,0.008,0.009,0.015,0.005,0.993,0.94,0.955,0.969,2.167,1.664,1.411,1.88,1.876,1.535,19529.561,37.97,,,
5924,Norway,2019,218863895216.401,0.89,0.852,0.637,0.862,0.853,-1.409,-0.788,-1.95,-2.108,Liberal Democracy,0.011,0.023,0.006,0.009,0.012,0.014,0.992,0.928,0.935,0.972,2.07,1.855,1.171,1.803,1.976,1.655,32106.604,56.619,,,
5925,Maldives,2019,,0.594,0.426,0.334,0.443,0.407,0.995,-0.562,0.528,-0.754,Electoral Democracy,0.356,0.311,0.42,0.453,0.377,0.335,0.646,0.655,0.613,0.817,-0.262,-0.15,0.032,-0.496,-0.396,-0.463,822.228,14.726,,,
5926,Zimbabwe,2019,,0.293,0.201,0.234,0.209,0.181,2.999,1.383,3.217,2.249,Electoral Autocracy,0.704,0.656,0.78,0.772,0.793,0.789,0.237,0.658,0.774,0.276,-1.273,-1.267,-0.96,-1.469,-1.292,-1.165,4870.709,3.111,,,
5927,China,2019,2796395573293.84,0.076,0.043,0.042,0.12,0.095,-0.533,-0.885,0.892,-1.979,Closed Autocracy,0.805,0.202,0.375,0.395,0.392,0.429,0.29,0.424,0.374,0.062,-0.289,0.564,-0.257,-0.289,-0.244,-1.628,2279809.269,15.384,,,
5928,China,2019,,0.076,0.043,0.042,0.12,0.095,-0.533,-0.885,0.892,-1.979,Closed Autocracy,0.805,0.202,0.375,0.395,0.392,0.429,0.29,0.424,0.374,0.062,-0.289,0.564,-0.257,-0.289,-0.244,-1.628,2279809.269,15.384,,,
5929,China,2019,2078712341081.29,0.076,0.043,0.042,0.12,0.095,-0.533,-0.885,0.892,-1.979,Closed Autocracy,0.805,0.202,0.375,0.395,0.392,0.429,0.29,0.424,0.374,0.062,-0.289,0.564,-0.257,-0.289,-0.244,-1.628,2279809.269,15.384,,,
5930,Finland,2019,137428892200.0,0.875,0.833,0.621,0.804,0.803,-1.349,-1.178,-0.463,-0.426,Liberal Democracy,0.02,0.038,0.009,0.013,0.012,0.019,0.989,0.938,0.985,0.975,2.15,1.999,0.852,1.85,2.049,1.565,23938.281,40.707,,,
5931,Burma/Myanmar,2019,29787637267.7144,0.434,0.267,0.269,0.341,0.257,0.486,1.225,0.773,-0.027,Electoral Autocracy,0.438,0.377,0.321,0.4,0.284,0.372,0.597,0.447,0.647,0.674,-0.625,-1.169,-1.328,-0.754,-1.061,-0.857,32603.621,5.693,,,
5932,Canada,2019,1301055620942.87,0.858,0.766,0.607,0.779,0.746,-1.193,-1.921,-0.287,-0.499,Liberal Democracy,0.05,0.049,0.022,0.028,0.029,0.011,0.981,0.905,0.931,0.968,1.764,1.724,1.017,1.715,1.752,1.432,185709.16,46.849,,,
5933,India,2019,426959043347.613,0.436,0.331,0.272,0.289,0.237,1.931,1.132,1.122,1.561,Electoral Autocracy,0.367,0.551,0.491,0.57,0.451,0.632,0.549,0.726,0.646,0.479,-0.28,0.161,-0.771,-0.138,-0.043,0.269,966226.321,6.789,,,
5934,North Macedonia,2019,7362354403.78052,0.599,0.414,0.413,0.449,0.408,1.43,-1.963,-0.076,0.477,Electoral Democracy,0.567,0.615,0.669,0.647,0.661,0.491,0.449,0.818,0.69,0.739,-0.434,-0.097,0.004,0.452,-0.282,-0.019,3067.094,13.738,,,
5935,Portugal,2019,195326681400.0,0.89,0.827,0.623,0.835,0.798,-2.153,-2.839,0.062,-1.549,Liberal Democracy,0.033,0.017,0.048,0.11,0.033,0.096,0.965,0.939,0.891,0.984,0.774,1.163,1.066,0.968,1.132,1.196,31609.988,28.813,,,
5936,Pakistan,2019,31509606751.7943,0.372,0.247,0.245,0.307,0.139,-0.758,0.653,1.551,0.637,Electoral Autocracy,0.565,0.641,0.826,0.851,0.758,0.741,0.269,0.731,0.301,0.443,-0.857,-0.681,-2.265,-0.66,-0.672,-0.863,103529.067,4.564,,,
5937,Chile,2019,257708644308.413,0.824,0.761,0.557,0.739,0.63,0.807,0.872,3.702,1.456,Electoral Democracy,0.042,0.09,0.04,0.058,0.045,0.085,0.945,0.913,0.813,0.903,1.009,0.891,0.008,1.171,0.948,0.983,46133.749,23.245,,,
5938,Bahrain,2019,30077393617.0213,0.117,0.051,0.036,0.037,0.112,2.068,1.149,-0.323,-0.227,Closed Autocracy,0.907,0.537,0.74,0.714,0.703,0.476,0.164,0.737,0.261,0.092,-0.014,0.294,-0.627,0.483,0.489,-1.429,5134.856,30.046,,,
5939,Eswatini,2019,975395268.453951,0.133,0.112,0.12,0.071,0.074,1.087,-1.257,1.202,-0.365,Closed Autocracy,0.674,0.538,0.484,0.499,0.55,0.81,0.304,0.163,0.501,0.224,-0.281,-0.602,-0.275,-0.512,-0.461,-1.343,1088.171,9.007,,,
5940,Mauritania,2019,,0.41,0.174,0.267,0.317,0.142,-0.804,-0.632,1.102,0.21,Electoral Autocracy,0.812,0.718,0.744,0.773,0.729,0.757,0.246,0.736,0.294,0.744,-0.846,-0.575,-0.569,-0.809,-0.591,-0.8,1742.103,3.767,,,
5941,Cape Verde,2019,2183696080.44911,0.789,0.71,0.501,0.65,0.627,-1.023,-2.045,-0.099,-1.508,Electoral Democracy,0.119,0.31,0.175,0.212,0.174,0.301,0.835,0.881,0.787,0.902,0.873,0.292,0.874,-0.017,0.472,0.952,379.199,6.474,,,
5942,Laos,2019,,0.129,0.099,0.105,0.066,0.123,0.549,-1.273,-1.57,-2.453,Closed Autocracy,0.617,0.272,0.695,0.76,0.615,0.683,0.296,0.273,0.189,0.04,-1.056,-0.781,0.516,-0.725,-0.953,-1.816,4745.302,6.231,,,
5943,Bangladesh,2019,17788011425.2061,0.25,0.097,0.118,0.108,0.101,1.497,2.435,-0.259,0.124,Electoral Autocracy,0.884,0.643,0.857,0.907,0.822,0.93,0.1,0.801,0.318,0.242,-0.995,-0.732,-0.933,-0.931,-0.632,-0.742,72500.862,4.15,,,
5944,Zambia,2019,20905963819.6151,0.338,0.278,0.24,0.243,0.213,0.841,1.57,0.716,-0.093,Electoral Autocracy,0.399,0.489,0.481,0.549,0.46,0.664,0.481,0.663,0.423,0.645,-0.662,-0.717,-0.114,-0.595,-0.464,-0.31,5382.952,2.892,,,
5945,Italy,2019,583223220600.0,0.856,0.781,0.676,0.787,0.784,0.356,-2.286,-0.479,0.49,Liberal Democracy,0.109,0.157,0.098,0.197,0.064,0.182,0.903,0.933,0.98,0.954,0.26,0.479,0.404,0.953,0.299,0.907,218478.765,33.775,,,
5946,Belgium,2019,998040917400.0,0.896,0.833,0.64,0.805,0.829,-1.689,-2.303,1.418,-1.498,Liberal Democracy,0.038,0.051,0.015,0.021,0.013,0.015,0.982,0.953,0.991,0.981,1.482,1.142,0.474,1.289,1.367,1.31,54009.824,44.202,,,
5947,Fiji,2019,5206242169.89196,0.404,0.274,0.187,0.291,0.298,0.33,-2.059,-0.89,-0.617,Electoral Autocracy,0.474,0.429,0.271,0.268,0.315,0.25,0.651,0.6,0.76,0.44,0.728,0.81,0.778,0.049,0.467,0.021,1004.606,10.522,,,
5948,Germany,2019,1808553796200.0,0.879,0.832,0.635,0.842,0.821,-0.798,-0.226,0.815,-0.576,Liberal Democracy,0.022,0.049,0.009,0.013,0.008,0.013,0.993,0.97,0.993,0.97,1.9,1.525,0.574,1.722,1.613,1.356,405218.706,45.517,,,
5949,Cameroon,2019,8538240408.74631,0.283,0.117,0.107,0.111,0.185,2.482,1.639,1.705,2.759,Electoral Autocracy,0.948,0.859,0.947,0.948,0.949,0.934,0.068,0.813,0.386,0.537,-1.194,-0.831,-1.559,-0.832,-1.126,-1.209,8275.055,3.023,,,
5950,Djibouti,2019,1748437157.11705,0.256,0.126,0.139,0.15,0.182,0.107,-0.177,-0.254,-0.521,Electoral Autocracy,0.792,0.702,0.7,0.682,0.707,0.68,0.322,0.561,0.621,0.39,-0.859,-0.787,-0.351,-0.803,-0.931,-1.424,642.074,6.172,,,
5951,Peru,2019,116054338949.105,0.797,0.693,0.583,0.6,0.52,0.71,-1.382,1.123,0.903,Electoral Democracy,0.25,0.606,0.393,0.586,0.245,0.463,0.722,0.775,0.64,0.937,-0.489,-0.097,-0.152,0.532,-0.503,0.266,37253.842,10.937,,,
5952,Paraguay,2019,7864753284.996,0.583,0.42,0.365,0.37,0.245,-1.073,-0.422,0.328,-0.213,Electoral Democracy,0.575,0.71,0.79,0.79,0.739,0.625,0.437,0.764,0.642,0.769,-0.875,-0.556,-0.01,-0.123,-0.552,0.054,7186.629,9.582,,,
5953,Greece,2019,48956648600.0,0.851,0.748,0.609,0.771,0.727,0.457,0.092,1.688,1.501,Electoral Democracy,0.136,0.135,0.158,0.215,0.135,0.193,0.875,0.768,0.974,0.905,0.039,0.345,0.182,0.528,0.18,0.812,28400.648,24.795,,,
5954,Iceland,2019,9745829892.6507,0.859,0.785,0.638,0.795,0.768,-1.534,-2.53,-0.291,-1.999,Liberal Democracy,0.045,0.054,0.014,0.013,0.02,0.01,0.983,0.966,0.962,0.943,1.705,1.511,1.639,1.371,1.759,1.304,2020.323,54.549,,,
5955,Slovenia,2019,22012580380.4,0.803,0.736,0.599,0.692,0.704,0.883,-1.906,-0.415,-0.53,Liberal Democracy,0.098,0.156,0.135,0.226,0.091,0.102,0.941,0.948,0.978,0.921,0.918,1.075,0.807,1.007,1.112,0.979,7913.769,35.588,,,
5956,Croatia,2019,37295085603.4013,0.742,0.624,0.522,0.556,0.591,0.433,-1.502,1.19,0.688,Electoral Democracy,0.18,0.188,0.235,0.305,0.214,0.324,0.784,0.946,0.868,0.769,0.077,0.49,0.695,0.563,0.372,0.455,10274.587,23.442,,,
5957,Austria,2019,259207699000.0,0.848,0.773,0.615,0.718,0.759,-0.065,-2.302,-1.218,-1.28,Liberal Democracy,0.067,0.08,0.08,0.085,0.099,0.085,0.951,0.855,0.951,0.945,1.554,1.521,0.917,1.458,1.895,1.339,44063.031,46.194,,,
5958,Mozambique,2019,43109187311.1215,0.396,0.259,0.238,0.263,0.251,-0.629,0.794,-0.693,-0.034,Electoral Autocracy,0.564,0.601,0.608,0.552,0.702,0.705,0.406,0.466,0.507,0.582,-0.853,-0.874,-0.749,-0.762,-1.056,-0.544,4902.178,1.612,,,
5959,Namibia,2019,6827453125.05089,0.662,0.522,0.396,0.493,0.396,-0.054,-2.996,0.186,0.276,Electoral Democracy,0.306,0.27,0.31,0.269,0.374,0.343,0.791,0.789,0.814,0.836,0.345,0.125,0.53,0.015,0.39,0.515,2464.735,9.332,,,
5960,Switzerland,2019,2041058239953.17,0.909,0.87,0.807,0.879,0.837,-1.516,-2.514,-0.269,-1.422,Liberal Democracy,0.018,0.062,0.013,0.022,0.011,0.011,0.995,0.938,0.99,0.987,1.98,1.944,1.325,1.663,1.898,1.497,51953.132,56.11,,,
5961,Kuwait,2019,14700144632.8989,0.331,0.301,0.106,0.294,0.259,-0.848,-2.308,-0.889,-0.825,Closed Autocracy,0.365,0.631,0.423,0.466,0.396,0.504,0.655,0.693,0.765,0.567,-0.137,0.015,0.193,0.063,0.211,-0.655,19960.897,45.01,,,
5962,Lebanon,2019,,0.431,0.271,0.249,0.309,0.24,0.872,0.694,3.187,3.209,Electoral Autocracy,0.691,0.818,0.741,0.771,0.728,0.795,0.307,0.708,0.655,0.629,-1.151,-0.781,-1.673,-0.51,-0.835,-0.515,7616.031,10.275,,,
5963,Uzbekistan,2019,9581832191.605,0.204,0.078,0.056,0.187,0.15,-1.315,-2.162,-0.927,-1.325,Electoral Autocracy,0.924,0.73,0.767,0.792,0.76,0.812,0.162,0.711,0.523,0.231,-1.026,-0.524,-0.285,-1.03,-1.06,-1.653,37340.702,10.696,,,
5964,Bosnia and Herzegovina,2019,8887200860.86148,0.531,0.367,0.316,0.371,0.371,1.095,-0.414,0.283,0.08,Electoral Democracy,0.577,0.783,0.734,0.765,0.725,0.723,0.416,0.89,0.61,0.634,-0.625,-0.67,-0.419,-0.113,-0.202,-0.243,4424.334,11.985,,,
5965,Romania,2019,110017132932.783,0.75,0.555,0.559,0.387,0.557,0.286,-3.455,-0.103,0.858,Electoral Democracy,0.37,0.373,0.321,0.43,0.265,0.416,0.632,0.911,0.813,0.836,-0.213,-0.186,0.562,0.459,0.44,0.516,41177.59,19.703,,,
5966,Netherlands,2019,5450943505600.0,0.871,0.824,0.592,0.809,0.785,-0.974,-0.841,1.934,-1.778,Liberal Democracy,0.015,0.019,0.012,0.019,0.015,0.022,0.988,0.936,0.967,0.926,1.903,1.796,0.848,1.86,1.769,1.485,90864.145,49.449,,,
5967,Cyprus,2019,489462498878.931,0.841,0.714,0.562,0.708,0.742,0.508,-1.714,-1.295,-1.201,Liberal Democracy,0.168,0.191,0.183,0.162,0.236,0.207,0.885,0.807,0.968,0.902,0.627,0.987,0.557,1.011,0.754,1.049,3399.893,31.33,,,
5968,Philippines,2019,94593151995.6938,0.454,0.297,0.314,0.395,0.203,-0.728,-0.303,0.926,0.798,Electoral Autocracy,0.541,0.747,0.655,0.689,0.601,0.527,0.471,0.796,0.711,0.532,-0.585,0.093,-0.915,0.115,-0.553,0.007,87028.572,7.552,,,
5969,Sweden,2019,486894174830.364,0.905,0.875,0.651,0.832,0.825,-1.795,-1.5,-1.679,-1.792,Liberal Democracy,0.012,0.051,0.003,0.007,0.004,0.013,0.994,0.941,0.977,0.967,2.128,1.702,1.039,1.8,1.824,1.561,52524.083,48.804,,,
5970,Denmark,2019,195420542548.57,0.915,0.888,0.702,0.875,0.877,-3.297,-2.512,-0.915,-1.957,Liberal Democracy,0.007,0.036,0.002,0.002,0.003,0.001,0.998,0.935,0.997,0.985,2.158,1.903,0.996,1.564,1.868,1.545,30092.86,48.486,,,
5971,Libya,2019,,0.27,0.15,0.166,0.238,0.188,3.372,4.11,1.956,1.208,Closed Autocracy,0.629,0.44,0.701,0.803,0.639,0.888,0.128,0.595,0.091,0.457,-1.56,-1.752,-2.568,-2.282,-1.748,-1.477,8480.714,11.63,,,
5972,Kosovo,2019,4458535575.08088,0.635,0.456,0.374,0.431,0.437,0.69,-0.483,-0.319,0.302,Electoral Democracy,0.331,0.587,0.283,0.338,0.257,0.312,0.688,0.439,0.61,0.874,,,,,,,1481.11,7.708,,,
5973,Malaysia,2019,188977262547.719,0.472,0.335,0.282,0.367,0.35,1.555,-0.316,0.734,1.005,Electoral Autocracy,0.366,0.419,0.284,0.292,0.285,0.293,0.711,0.721,0.758,0.7,0.259,1.009,0.144,0.557,0.516,-0.049,88971.514,26.265,,,
5974,Israel,2019,161397000000.0,0.708,0.623,0.455,0.528,0.566,1.081,-0.951,1.236,1.629,Liberal Democracy,0.116,0.113,0.178,0.136,0.235,0.112,0.901,0.874,0.927,0.832,0.802,1.319,-0.793,1.279,1.041,0.66,35955.811,39.043,,,
5975,South Sudan,2019,,0.165,0.062,0.067,0.044,0.039,0.658,1.574,-1.751,-1.043,Closed Autocracy,0.926,0.918,0.936,0.947,0.919,0.935,0.053,0.137,0.138,0.119,-1.784,-2.38,-2.512,-1.965,-1.989,-1.989,25187.076,21.725,,,
5976,Azerbaijan,2019,,0.193,0.064,0.066,0.041,0.114,0.465,-1.393,-0.134,-0.555,Electoral Autocracy,0.977,0.871,0.926,0.925,0.879,0.892,0.037,0.636,0.303,0.218,-0.83,-0.086,-0.686,-0.214,-0.591,-1.529,15070.419,14.2,,,
5977,South Africa,2019,145246523558.5,0.708,0.601,0.456,0.619,0.468,0.099,0.458,1.445,1.111,Electoral Democracy,0.213,0.384,0.376,0.417,0.466,0.654,0.726,0.751,0.906,0.816,0.02,0.163,-0.268,0.023,-0.123,0.654,69786.212,11.345,,,
5978,Ireland,2019,1746880259600.0,0.888,0.827,0.637,0.799,0.785,-3.431,-2.535,-1.565,-1.465,Liberal Democracy,0.048,0.141,0.027,0.041,0.022,0.02,0.982,0.926,0.978,0.976,1.491,1.286,0.966,1.6,1.376,1.305,40070.106,75.467,,,
5979,Estonia,2019,30713483013.8,0.891,0.842,0.626,0.778,0.797,-0.324,-2.801,0.471,-0.339,Liberal Democracy,0.035,0.063,0.039,0.04,0.041,0.03,0.98,0.923,0.936,0.959,1.558,1.169,0.633,1.59,1.274,1.181,4467.947,31.511,,,
5980,Sierra Leone,2019,,0.55,0.386,0.371,0.484,0.351,0.309,0.555,-0.239,0.162,Electoral Democracy,0.542,0.622,0.648,0.718,0.563,0.66,0.497,0.659,0.778,0.826,-0.445,-1.136,-0.053,-0.901,-0.784,-0.135,1327.129,1.673,,,
5981,Comoros,2019,,0.322,0.126,0.223,0.225,0.251,1.787,2.21,-0.454,-1.024,Electoral Autocracy,0.887,0.768,0.856,0.806,0.844,0.701,0.138,0.672,0.405,0.589,-1.036,-1.722,-0.155,-1.176,-1.138,-0.707,241.308,2.709,,,
